Sale ID,Date,Customer ID,Customer Name,Salesperson,Subtotal,Discount,Tax,Total Amount,Payment Status,Delivery Status,Status
SALE-2026-000042,2026-08-14,CUST-000212,Safiya Hassan,Demo Sales Executive,75500.0,1500.0,0.0,74000.0,Paid,Delivered,Completed
SALE-2026-000043,2026-08-02,CUST-000454,Abubakar Aliyu,Demo Sales Executive,393600.0,11800.0,0.0,381800.0,Paid,Delivered,Completed
SALE-2026-000044,2026-06-17,CUST-000360,Ahmed Mohammed,Demo Sales Executive,684600.0,0.0,0.0,684600.0,Paid,Delivered,Completed
SALE-2026-000045,2026-06-19,CUST-000142,Fatima Ahmad,Demo Sales Executive,204600.0,0.0,0.0,204600.0,Paid,Delivered,Completed
SALE-2026-000046,2026-08-09,CUST-000154,Ibrahim Mohammed,Demo Sales Executive,448000.0,0.0,0.0,448000.0,Paid,Delivered,Completed
SALE-2026-000047,2026-07-07,CUST-000178,Muhammad Tanko,Demo Sales Executive,79200.0,0.0,0.0,79200.0,Paid,Delivered,Completed
SALE-2026-000048,2026-08-02,CUST-000504,Zainab Kabiru,Demo Sales Executive,101400.0,3000.0,0.0,98400.0,Paid,Delivered,Completed
SALE-2026-000049,2026-07-13,CUST-000430,Abubakar Shehu,Demo Sales Executive,316400.0,0.0,0.0,316400.0,Paid,Delivered,Completed
SALE-2026-000050,2026-06-20,CUST-000109,Abubakar Danjuma,Demo Sales Executive,338400.0,0.0,0.0,338400.0,Paid,Delivered,Completed
SALE-2026-000051,2026-07-15,CUST-000349,Rukayya Shehu,Demo Sales Executive,212100.0,4200.0,0.0,207900.0,Paid,Delivered,Completed
SALE-2026-000052,2026-07-20,CUST-000236,Hassan Suleiman,Demo Sales Executive,46200.0,1400.0,0.0,44800.0,Paid,Delivered,Completed
SALE-2026-000053,2026-06-25,CUST-000151,Aliyu Mohammed,Demo Sales Executive,592200.0,17800.0,0.0,574400.0,Paid,Delivered,Completed
SALE-2026-000054,2026-07-10,CUST-000094,Ibrahim Ibrahim,Demo Sales Executive,107800.0,0.0,0.0,107800.0,Paid,Delivered,Completed
SALE-2026-000055,2026-07-02,CUST-000165,Bello Musa,Demo Sales Executive,155400.0,0.0,0.0,155400.0,Paid,Delivered,Completed
SALE-2026-000056,2026-07-20,CUST-000156,Hussaini Usman,Demo Sales Executive,381300.0,0.0,0.0,381300.0,Paid,Delivered,Completed
SALE-2026-000057,2026-06-25,CUST-000179,Usman Aliyu,Demo Sales Executive,349600.0,0.0,0.0,349600.0,Paid,Delivered,Completed
SALE-2026-000058,2026-07-26,CUST-000159,Muhammad Kabiru,Demo Sales Executive,81000.0,1600.0,0.0,79400.0,Paid,Delivered,Completed
SALE-2026-000059,2026-08-04,CUST-000230,Zainab Yusuf,Demo Sales Executive,71400.0,1400.0,0.0,70000.0,Paid,Delivered,Completed
SALE-2026-000060,2026-08-11,CUST-000123,Khadija Ibrahim,Demo Sales Executive,64000.0,1300.0,0.0,62700.0,Paid,Delivered,Completed
SALE-2026-000061,2026-08-07,CUST-000474,Safiya Kabiru,Demo Sales Executive,128700.0,0.0,0.0,128700.0,Paid,Delivered,Completed
SALE-2026-000062,2026-07-05,CUST-000147,Musa Lawal,Demo Sales Executive,176000.0,5300.0,0.0,170700.0,Paid,Delivered,Completed
SALE-2026-000063,2026-06-19,CUST-000448,Hadiza Suleiman,Demo Sales Executive,458500.0,0.0,0.0,458500.0,Paid,Delivered,Completed
SALE-2026-000064,2026-07-01,CUST-000034,Asma'u Suleiman,Demo Sales Executive,80600.0,0.0,0.0,80600.0,Paid,Delivered,Completed
SALE-2026-000065,2026-07-20,CUST-000112,Fatima Umar,Demo Sales Executive,127600.0,0.0,0.0,127600.0,Paid,Delivered,Completed
SALE-2026-000066,2026-07-20,CUST-000063,Hadiza Abubakar,Demo Sales Executive,86100.0,0.0,0.0,86100.0,Paid,Delivered,Completed
SALE-2026-000067,2026-08-01,CUST-000415,Rukayya Lawal,Demo Sales Executive,387000.0,7700.0,0.0,379300.0,Paid,Delivered,Completed
SALE-2026-000068,2026-07-31,CUST-000130,Asma'u Danjuma,Demo Sales Executive,301300.0,9000.0,0.0,292300.0,Paid,Delivered,Completed
SALE-2026-000069,2026-08-12,CUST-000068,Musa Shehu,Demo Sales Executive,120400.0,0.0,0.0,120400.0,Paid,Delivered,Completed
SALE-2026-000070,2026-06-30,CUST-000055,Zainab Mohammed,Demo Sales Executive,149600.0,4500.0,0.0,145100.0,Paid,Delivered,Completed
SALE-2026-000071,2026-06-30,CUST-000486,Zainab Ahmad,Demo Sales Executive,158400.0,0.0,0.0,158400.0,Paid,Delivered,Completed
SALE-2026-000072,2026-07-30,CUST-000375,Yusuf Ibrahim,Demo Sales Executive,409200.0,8200.0,0.0,401000.0,Paid,Delivered,Completed
SALE-2026-000073,2026-08-12,CUST-000417,Hadiza Umar,Demo Sales Executive,47300.0,900.0,0.0,46400.0,Paid,Delivered,Completed
SALE-2026-000074,2026-08-08,CUST-000397,Maryam Garba,Demo Sales Executive,53900.0,0.0,0.0,53900.0,Paid,Delivered,Completed
SALE-2026-000075,2026-08-05,CUST-000182,Abubakar Abubakar,Demo Sales Executive,89000.0,0.0,0.0,89000.0,Paid,Delivered,Completed
SALE-2026-000076,2026-06-22,CUST-000163,Rukayya Mohammed,Demo Sales Executive,392000.0,0.0,0.0,392000.0,Paid,Delivered,Completed
SALE-2026-000077,2026-07-11,CUST-000141,Abdullahi Garba,Demo Sales Executive,144000.0,0.0,0.0,144000.0,Paid,Delivered,Completed
SALE-2026-000078,2026-07-09,CUST-000019,Aliyu Musa,Demo Sales Executive,185400.0,5600.0,0.0,179800.0,Paid,Delivered,Completed
SALE-2026-000079,2026-08-10,CUST-000233,Sani Hassan,Demo Sales Executive,178100.0,0.0,0.0,178100.0,Paid,Delivered,Completed
SALE-2026-000080,2026-08-03,CUST-000180,Aliyu Kabiru,Demo Sales Executive,562400.0,16900.0,0.0,545500.0,Paid,Delivered,Completed
SALE-2026-000081,2026-06-25,CUST-000476,Khadija Tanko,Demo Sales Executive,312000.0,0.0,0.0,312000.0,Paid,Delivered,Completed
SALE-2026-000082,2026-08-14,CUST-000369,Maryam Sani,Demo Sales Executive,123000.0,2500.0,0.0,120500.0,Paid,Delivered,Completed
SALE-2026-000083,2026-07-01,CUST-000333,Khadija Garba,Demo Sales Executive,268800.0,5400.0,0.0,263400.0,Paid,Delivered,Completed
SALE-2026-000084,2026-07-18,CUST-000276,Aisha Danjuma,Demo Sales Executive,747000.0,0.0,0.0,747000.0,Paid,Delivered,Completed
SALE-2026-000085,2026-06-19,CUST-000502,Aisha Sani,Demo Sales Executive,329700.0,9900.0,0.0,319800.0,Paid,Delivered,Completed
SALE-2026-000086,2026-08-12,CUST-000283,Aliyu Mohammed,Demo Sales Executive,119000.0,0.0,0.0,119000.0,Paid,Delivered,Completed
SALE-2026-000087,2026-07-20,CUST-000053,Ahmed Usman,Demo Sales Executive,447200.0,0.0,0.0,447200.0,Paid,Delivered,Completed
SALE-2026-000088,2026-07-20,CUST-000374,Musa Ibrahim,Demo Sales Executive,40000.0,1200.0,0.0,38800.0,Paid,Delivered,Completed
SALE-2026-000089,2026-07-18,CUST-000272,Fatima Sani,Demo Sales Executive,112100.0,0.0,0.0,112100.0,Paid,Delivered,Completed
SALE-2026-000090,2026-06-16,CUST-000171,Abdullahi Suleiman,Demo Sales Executive,323700.0,9700.0,0.0,314000.0,Paid,Delivered,Completed
SALE-2026-000091,2026-08-14,CUST-000411,Hassan Musa,Demo Sales Executive,77700.0,1600.0,0.0,76100.0,Partial,Delivered,Completed
SALE-2026-000092,2026-07-26,CUST-000046,Aisha Abubakar,Demo Sales Executive,540600.0,0.0,0.0,540600.0,Partial,Delivered,Completed
SALE-2026-000093,2026-07-19,CUST-000251,Bello Usman,Demo Sales Executive,272800.0,8200.0,0.0,264600.0,Partial,Delivered,Completed
SALE-2026-000094,2026-07-15,CUST-000348,Maryam Ibrahim,Demo Sales Executive,307100.0,9200.0,0.0,297900.0,Partial,Delivered,Completed
SALE-2026-000095,2026-07-19,CUST-000310,Rukayya Lawal,Demo Sales Executive,136800.0,0.0,0.0,136800.0,Partial,Delivered,Completed
SALE-2026-000096,2026-06-19,CUST-000255,Sani Umar,Demo Sales Executive,244500.0,0.0,0.0,244500.0,Partial,Pending,Completed
SALE-2026-000097,2026-07-05,CUST-000453,Ahmed Tanko,Demo Sales Executive,487900.0,9800.0,0.0,478100.0,Partial,Pending,Completed
SALE-2026-000098,2026-06-17,CUST-000510,Hussaini Musa,Demo Sales Executive,91200.0,0.0,0.0,91200.0,Partial,Pending,Completed
SALE-2026-000099,2026-07-12,CUST-000512,Mustapha Shehu,Demo Sales Executive,21000.0,0.0,0.0,21000.0,Partial,Pending,Completed
SALE-2026-000100,2026-06-24,CUST-000131,Sani Mohammed,Demo Sales Executive,18000.0,500.0,0.0,17500.0,Partial,Pending,Completed
SALE-2026-000101,2026-07-05,CUST-000435,Hauwa Aliyu,Demo Sales Executive,576400.0,11500.0,0.0,564900.0,Partial,Pending,Completed
SALE-2026-000102,2026-07-14,CUST-000147,Musa Lawal,Demo Sales Executive,171100.0,0.0,0.0,171100.0,Partial,Pending,Completed
SALE-2026-000103,2026-08-01,CUST-000065,Hassan Umar,Demo Sales Executive,392700.0,7900.0,0.0,384800.0,Partial,Pending,Completed
SALE-2026-000104,2026-07-28,CUST-000216,Muhammad Shehu,Demo Sales Executive,625500.0,0.0,0.0,625500.0,Partial,Pending,Completed
SALE-2026-000105,2026-07-01,CUST-000486,Zainab Ahmad,Demo Sales Executive,603900.0,0.0,0.0,603900.0,Partial,Pending,Completed
SALE-2026-000106,2026-08-09,CUST-000382,Khadija Umar,Demo Sales Executive,340400.0,6800.0,0.0,333600.0,Outstanding,Pending,Completed
SALE-2026-000107,2026-07-17,CUST-000404,Abdullahi Usman,Demo Sales Executive,163800.0,3300.0,0.0,160500.0,Outstanding,Pending,Completed
SALE-2026-000108,2026-06-20,CUST-000177,Yusuf Kabiru,Demo Sales Executive,510900.0,0.0,0.0,510900.0,Outstanding,Pending,Completed
SALE-2026-000109,2026-06-24,CUST-000216,Muhammad Shehu,Demo Sales Executive,222000.0,0.0,0.0,222000.0,Outstanding,Pending,Completed
SALE-2026-000110,2026-08-06,CUST-000443,Muhammad Hassan,Demo Sales Executive,236800.0,7100.0,0.0,229700.0,Outstanding,Pending,Completed
SALE-2026-000111,2026-07-08,CUST-000161,Abubakar Aliyu,Demo Sales Executive,605200.0,0.0,0.0,605200.0,Outstanding,Pending,Completed
SALE-2026-000112,2026-07-31,CUST-000194,Rukayya Hassan,Demo Sales Executive,156800.0,3100.0,0.0,153700.0,Outstanding,Pending,Completed
SALE-2026-000113,2026-06-28,CUST-000501,Umar Ibrahim,Demo Sales Executive,504000.0,0.0,0.0,504000.0,Outstanding,Pending,Completed
SALE-2026-000114,2026-06-18,CUST-000131,Sani Mohammed,Demo Sales Executive,261800.0,0.0,0.0,261800.0,Outstanding,Pending,Completed
SALE-2026-000115,2026-08-11,CUST-000503,Sani Ibrahim,Demo Sales Executive,90000.0,1800.0,0.0,88200.0,Outstanding,Pending,Completed
SALE-2026-000116,2026-07-21,CUST-000329,Hauwa Yusuf,Demo Sales Executive,176300.0,0.0,0.0,176300.0,Outstanding,Pending,Completed
SALE-2026-000117,2026-07-15,CUST-000100,Asma'u Tanko,Demo Sales Executive,210000.0,0.0,0.0,210000.0,Outstanding,Pending,Completed
SALE-2026-000118,2026-07-27,CUST-000335,Aisha Suleiman,Demo Sales Executive,614400.0,0.0,0.0,614400.0,Outstanding,Pending,Completed
SALE-2026-000119,2026-06-30,CUST-000438,Mustapha Ibrahim,Demo Sales Executive,167500.0,0.0,0.0,167500.0,Outstanding,Pending,Completed
SALE-2026-000120,2026-06-21,CUST-000073,Ahmed Suleiman,Demo Sales Executive,317400.0,6300.0,0.0,311100.0,Outstanding,Pending,Completed
SALE-2026-000121,2026-08-15,CUST-000100,Asma'u Tanko,Demo Administrator,165000.0,0.0,0.0,165000.0,Outstanding,Pending,Completed
