Invoice ID,Invoice Number,Invoice Date,Due Date,Sale ID,Customer ID,Customer Name,Subtotal,Discount,Tax,Total Amount,Amount Paid,Balance Due,Payment Status,Invoice Status,Created By
INV-2026-000067,INV-2026-000067,2026-08-01,2026-08-31,SALE-2026-000067,CUST-000415,Rukayya Lawal,387000.0,7700.0,0.0,379300.0,379300.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000068,INV-2026-000068,2026-07-31,2026-08-30,SALE-2026-000068,CUST-000130,Asma'u Danjuma,301300.0,9000.0,0.0,292300.0,292300.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000069,INV-2026-000069,2026-08-12,2026-09-11,SALE-2026-000069,CUST-000068,Musa Shehu,120400.0,0.0,0.0,120400.0,120400.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000070,INV-2026-000070,2026-06-30,2026-07-30,SALE-2026-000070,CUST-000055,Zainab Mohammed,149600.0,4500.0,0.0,145100.0,145100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000071,INV-2026-000071,2026-06-30,2026-07-30,SALE-2026-000071,CUST-000486,Zainab Ahmad,158400.0,0.0,0.0,158400.0,158400.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000072,INV-2026-000072,2026-07-30,2026-08-29,SALE-2026-000072,CUST-000375,Yusuf Ibrahim,409200.0,8200.0,0.0,401000.0,401000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000073,INV-2026-000073,2026-08-12,2026-09-11,SALE-2026-000073,CUST-000417,Hadiza Umar,47300.0,900.0,0.0,46400.0,46400.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000074,INV-2026-000074,2026-08-08,2026-09-07,SALE-2026-000074,CUST-000397,Maryam Garba,53900.0,0.0,0.0,53900.0,53900.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000075,INV-2026-000075,2026-08-05,2026-09-04,SALE-2026-000075,CUST-000182,Abubakar Abubakar,89000.0,0.0,0.0,89000.0,89000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000076,INV-2026-000076,2026-06-22,2026-07-22,SALE-2026-000076,CUST-000163,Rukayya Mohammed,392000.0,0.0,0.0,392000.0,392000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000077,INV-2026-000077,2026-07-11,2026-08-10,SALE-2026-000077,CUST-000141,Abdullahi Garba,144000.0,0.0,0.0,144000.0,144000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000078,INV-2026-000078,2026-07-09,2026-08-08,SALE-2026-000078,CUST-000019,Aliyu Musa,185400.0,5600.0,0.0,179800.0,179800.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000079,INV-2026-000079,2026-08-10,2026-09-09,SALE-2026-000079,CUST-000233,Sani Hassan,178100.0,0.0,0.0,178100.0,178100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000080,INV-2026-000080,2026-08-03,2026-09-02,SALE-2026-000080,CUST-000180,Aliyu Kabiru,562400.0,16900.0,0.0,545500.0,545500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000081,INV-2026-000081,2026-06-25,2026-07-25,SALE-2026-000081,CUST-000476,Khadija Tanko,312000.0,0.0,0.0,312000.0,312000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000082,INV-2026-000082,2026-08-14,2026-09-13,SALE-2026-000082,CUST-000369,Maryam Sani,123000.0,2500.0,0.0,120500.0,120500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000083,INV-2026-000083,2026-07-01,2026-07-31,SALE-2026-000083,CUST-000333,Khadija Garba,268800.0,5400.0,0.0,263400.0,263400.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000084,INV-2026-000084,2026-07-18,2026-08-17,SALE-2026-000084,CUST-000276,Aisha Danjuma,747000.0,0.0,0.0,747000.0,747000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000085,INV-2026-000085,2026-06-19,2026-07-19,SALE-2026-000085,CUST-000502,Aisha Sani,329700.0,9900.0,0.0,319800.0,319800.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000086,INV-2026-000086,2026-08-12,2026-09-11,SALE-2026-000086,CUST-000283,Aliyu Mohammed,119000.0,0.0,0.0,119000.0,119000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000087,INV-2026-000087,2026-07-20,2026-08-19,SALE-2026-000087,CUST-000053,Ahmed Usman,447200.0,0.0,0.0,447200.0,447200.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000088,INV-2026-000088,2026-07-20,2026-08-19,SALE-2026-000088,CUST-000374,Musa Ibrahim,40000.0,1200.0,0.0,38800.0,38800.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000089,INV-2026-000089,2026-07-18,2026-08-17,SALE-2026-000089,CUST-000272,Fatima Sani,112100.0,0.0,0.0,112100.0,112100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000090,INV-2026-000090,2026-06-16,2026-07-16,SALE-2026-000090,CUST-000171,Abdullahi Suleiman,323700.0,9700.0,0.0,314000.0,314000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000091,INV-2026-000091,2026-08-14,2026-09-13,SALE-2026-000091,CUST-000411,Hassan Musa,77700.0,1600.0,0.0,76100.0,76100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000092,INV-2026-000092,2026-07-26,2026-08-25,SALE-2026-000092,CUST-000046,Aisha Abubakar,540600.0,0.0,0.0,540600.0,540600.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000093,INV-2026-000093,2026-07-19,2026-08-18,SALE-2026-000093,CUST-000251,Bello Usman,272800.0,8200.0,0.0,264600.0,264600.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000094,INV-2026-000094,2026-07-15,2026-08-14,SALE-2026-000094,CUST-000348,Maryam Ibrahim,307100.0,9200.0,0.0,297900.0,297900.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000095,INV-2026-000095,2026-07-19,2026-08-18,SALE-2026-000095,CUST-000310,Rukayya Lawal,136800.0,0.0,0.0,136800.0,136800.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000096,INV-2026-000096,2026-06-19,2026-07-19,SALE-2026-000096,CUST-000255,Sani Umar,244500.0,0.0,0.0,244500.0,244500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000097,INV-2026-000097,2026-07-05,2026-08-04,SALE-2026-000097,CUST-000453,Ahmed Tanko,487900.0,9800.0,0.0,478100.0,478100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000098,INV-2026-000098,2026-06-17,2026-07-17,SALE-2026-000098,CUST-000510,Hussaini Musa,91200.0,0.0,0.0,91200.0,91200.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000099,INV-2026-000099,2026-07-12,2026-08-11,SALE-2026-000099,CUST-000512,Mustapha Shehu,21000.0,0.0,0.0,21000.0,21000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000100,INV-2026-000100,2026-06-24,2026-07-24,SALE-2026-000100,CUST-000131,Sani Mohammed,18000.0,500.0,0.0,17500.0,17500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000101,INV-2026-000101,2026-07-05,2026-08-04,SALE-2026-000101,CUST-000435,Hauwa Aliyu,576400.0,11500.0,0.0,564900.0,564900.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000102,INV-2026-000102,2026-07-14,2026-08-13,SALE-2026-000102,CUST-000147,Musa Lawal,171100.0,0.0,0.0,171100.0,171100.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000103,INV-2026-000103,2026-08-01,2026-08-31,SALE-2026-000103,CUST-000065,Hassan Umar,392700.0,7900.0,0.0,384800.0,384800.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000104,INV-2026-000104,2026-07-28,2026-08-27,SALE-2026-000104,CUST-000216,Muhammad Shehu,625500.0,0.0,0.0,625500.0,625500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000105,INV-2026-000105,2026-07-01,2026-07-31,SALE-2026-000105,CUST-000486,Zainab Ahmad,603900.0,0.0,0.0,603900.0,603900.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000106,INV-2026-000106,2026-08-09,2026-09-08,SALE-2026-000106,CUST-000382,Khadija Umar,340400.0,6800.0,0.0,333600.0,333600.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000107,INV-2026-000107,2026-07-17,2026-08-16,SALE-2026-000107,CUST-000404,Abdullahi Usman,163800.0,3300.0,0.0,160500.0,160500.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000108,INV-2026-000108,2026-06-20,2026-07-20,SALE-2026-000108,CUST-000177,Yusuf Kabiru,510900.0,0.0,0.0,510900.0,510900.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000109,INV-2026-000109,2026-06-24,2026-07-24,SALE-2026-000109,CUST-000216,Muhammad Shehu,222000.0,0.0,0.0,222000.0,222000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000110,INV-2026-000110,2026-08-06,2026-09-05,SALE-2026-000110,CUST-000443,Muhammad Hassan,236800.0,7100.0,0.0,229700.0,229700.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000111,INV-2026-000111,2026-07-08,2026-08-07,SALE-2026-000111,CUST-000161,Abubakar Aliyu,605200.0,0.0,0.0,605200.0,0.0,605200.0,Outstanding,Issued,Demo Administrator
INV-2026-000112,INV-2026-000112,2026-07-31,2026-08-30,SALE-2026-000112,CUST-000194,Rukayya Hassan,156800.0,3100.0,0.0,153700.0,0.0,153700.0,Outstanding,Issued,Demo Administrator
INV-2026-000113,INV-2026-000113,2026-06-28,2026-07-28,SALE-2026-000113,CUST-000501,Umar Ibrahim,504000.0,0.0,0.0,504000.0,0.0,504000.0,Outstanding,Issued,Demo Administrator
INV-2026-000114,INV-2026-000114,2026-06-18,2026-07-18,SALE-2026-000114,CUST-000131,Sani Mohammed,261800.0,0.0,0.0,261800.0,0.0,261800.0,Outstanding,Issued,Demo Administrator
INV-2026-000115,INV-2026-000115,2026-08-11,2026-09-10,SALE-2026-000115,CUST-000503,Sani Ibrahim,90000.0,1800.0,0.0,88200.0,0.0,88200.0,Outstanding,Issued,Demo Administrator
INV-2026-000116,INV-2026-000116,2026-07-21,2026-08-20,SALE-2026-000116,CUST-000329,Hauwa Yusuf,176300.0,0.0,0.0,176300.0,0.0,176300.0,Outstanding,Issued,Demo Administrator
INV-2026-000117,INV-2026-000117,2026-07-15,2026-08-14,SALE-2026-000117,CUST-000100,Asma'u Tanko,210000.0,0.0,0.0,210000.0,210000.0,0.0,Paid,Issued,Demo Administrator
INV-2026-000118,INV-2026-000118,2026-07-27,2026-08-26,SALE-2026-000118,CUST-000335,Aisha Suleiman,614400.0,0.0,0.0,614400.0,0.0,614400.0,Outstanding,Issued,Demo Administrator
INV-2026-000119,INV-2026-000119,2026-06-30,2026-07-30,SALE-2026-000119,CUST-000438,Mustapha Ibrahim,167500.0,0.0,0.0,167500.0,0.0,167500.0,Outstanding,Issued,Demo Administrator
INV-2026-000120,INV-2026-000120,2026-06-21,2026-07-21,SALE-2026-000120,CUST-000073,Ahmed Suleiman,317400.0,6300.0,0.0,311100.0,0.0,311100.0,Outstanding,Issued,Demo Administrator
INV-2026-000121,INV-2026-000121,2026-08-15,2026-09-14,SALE-2026-000121,CUST-000100,Asma'u Tanko,165000.0,0.0,0.0,165000.0,165000.0,0.0,Paid,Issued,Demo Administrator
